Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,P2 Abs. Count
1,Specimen1,2,B1,UL03_Ab,9/11/2021 12:04:48 AM,737346810
1,Specimen1,2,C1,UL04_Aa,9/11/2021 12:05:36 AM,474479630
1,Specimen1,2,D1,UL04_Ab,9/11/2021 12:06:28 AM,498586244
1,Specimen1,2,E1,UL05_Aa,9/11/2021 12:07:20 AM,245716252
1,Specimen1,2,F1,UL05_Ab,9/11/2021 12:08:21 AM,397757500
1,Specimen1,2,G1,UL06_Aa,9/11/2021 12:09:15 AM,863687136
1,Specimen1,2,H1,UL06_Ab,9/11/2021 12:10:03 AM,940244964
1,Specimen1,2,A2,UL07_Aa,9/11/2021 12:10:51 AM,1324905633
1,Specimen1,2,B2,UL07_Ab,9/11/2021 12:11:37 AM,1517255974
1,Specimen1,2,C2,UL08_Aa,9/11/2021 12:12:23 AM,577092956
1,Specimen1,2,D2,UL08_Ab,9/11/2021 12:13:14 AM,568881701
1,Specimen1,2,E2,UL09_Aa,9/11/2021 12:14:05 AM,1266548051
1,Specimen1,2,F2,UL09_Ab,9/11/2021 12:14:51 AM,1295689692
1,Specimen1,2,G2,UL10_Aa,9/11/2021 12:15:37 AM,779435782
1,Specimen1,2,H2,UL10_Ab,9/11/2021 12:16:26 AM,763901312
1,Specimen1,2,A3,UL11_Aa,9/11/2021 12:17:14 AM,1595726446
1,Specimen1,2,B3,UL11_Ab,9/11/2021 12:18:00 AM,1405479415
1,Specimen1,2,C3,UL12_Aa,9/11/2021 12:18:46 AM,918648637
1,Specimen1,2,D3,UL12_Ab,9/11/2021 12:19:33 AM,926926526
1,Specimen1,2,E3,UL13_Aa,9/11/2021 12:20:21 AM,1738682410
1,Specimen1,2,F3,UL13_Ab,9/11/2021 12:21:06 AM,1794148112
1,Specimen1,2,G3,UL14_Aa,9/11/2021 12:21:51 AM,311818459
1,Specimen1,2,H3,UL14_Ab,9/11/2021 12:22:48 AM,279173466
